Topik_ID,Nama_Topik,Rank,Kata,Skor_cTFIDF
444,444_pohon_tanam_monas_pohon beringi,1,pohon,0.362151
444,444_pohon_tanam_monas_pohon beringi,2,tanam,0.093102
444,444_pohon_tanam_monas_pohon beringi,3,monas,0.084
444,444_pohon_tanam_monas_pohon beringi,4,pohon beringin,0.081981
444,444_pohon_tanam_monas_pohon beringi,5,penebangan pohon,0.074847
444,444_pohon_tanam_monas_pohon beringi,6,beringin,0.070658
444,444_pohon_tanam_monas_pohon beringi,7,besar selama,0.068432
444,444_pohon_tanam_monas_pohon beringi,8,pohon besar,0.065074
444,444_pohon_tanam_monas_pohon beringi,9,penebangan,0.06468
444,444_pohon_tanam_monas_pohon beringi,10,peluk,0.06019
445,445_iran_nuklir_as_teheran,1,iran,0.063626
445,445_iran_nuklir_as_teheran,2,nuklir,0.039735
445,445_iran_nuklir_as_teheran,3,as,0.020901
445,445_iran_nuklir_as_teheran,4,teheran,0.019967
445,445_iran_nuklir_as_teheran,5,trump,0.019881
445,445_iran_nuklir_as_teheran,6,senjata nuklir,0.015355
445,445_iran_nuklir_as_teheran,7,nuklir iran,0.013619
445,445_iran_nuklir_as_teheran,8,pembicaraan,0.012555
445,445_iran_nuklir_as_teheran,9,nuklirnya,0.011252
445,445_iran_nuklir_as_teheran,10,serangan,0.011069
446,446_lobster_benih lobster_benih_eks,1,lobster,0.307527
446,446_lobster_benih lobster_benih_eks,2,benih lobster,0.161112
446,446_lobster_benih lobster_benih_eks,3,benih,0.149756
446,446_lobster_benih lobster_benih_eks,4,ekspor benih,0.097519
446,446_lobster_benih lobster_benih_eks,5,susi,0.079515
446,446_lobster_benih lobster_benih_eks,6,op,0.055439
446,446_lobster_benih lobster_benih_eks,7,effendi,0.055348
446,446_lobster_benih lobster_benih_eks,8,ekspor,0.051574
446,446_lobster_benih lobster_benih_eks,9,edhy,0.0357
446,446_lobster_benih lobster_benih_eks,10,spp,0.030774
447,447_ekspor_impor_miliar turun_us,1,ekspor,0.260774
447,447_ekspor_impor_miliar turun_us,2,impor,0.084753
447,447_ekspor_impor_miliar turun_us,3,miliar turun,0.06723
447,447_ekspor_impor_miliar turun_us,4,us,0.064827
447,447_ekspor_impor_miliar turun_us,5,ekspor ri,0.063988
447,447_ekspor_impor_miliar turun_us,6,permudah,0.060848
447,447_ekspor_impor_miliar turun_us,7,us miliar,0.057188
447,447_ekspor_impor_miliar turun_us,8,turun,0.052648
447,447_ekspor_impor_miliar turun_us,9,pasar ekspor,0.052559
447,447_ekspor_impor_miliar turun_us,10,genjot,0.050865
448,448_fans_kang daniel_duh_eminem,1,fans,0.511237
448,448_fans_kang daniel_duh_eminem,2,kang daniel,0.074861
448,448_fans_kang daniel_duh_eminem,3,duh,0.074662
448,448_fans_kang daniel_duh_eminem,4,eminem,0.067799
448,448_fans_kang daniel_duh_eminem,5,vakum,0.05847
448,448_fans_kang daniel_duh_eminem,6,dibobol,0.057503
448,448_fans_kang daniel_duh_eminem,7,exo,0.055323
448,448_fans_kang daniel_duh_eminem,8,depresi,0.046212
448,448_fans_kang daniel_duh_eminem,9,kang,0.040912
448,448_fans_kang daniel_duh_eminem,10,buat fans,0.04073
449,449_hacker_malware_situs dpr_dimati,1,hacker,0.186046
449,449_hacker_malware_situs dpr_dimati,2,malware,0.059505
449,449_hacker_malware_situs dpr_dimati,3,situs dpr,0.054586
449,449_hacker_malware_situs dpr_dimati,4,dimatikan,0.054272
449,449_hacker_malware_situs dpr_dimati,5,ransomware,0.051772
449,449_hacker_malware_situs dpr_dimati,6,hack,0.045323
449,449_hacker_malware_situs dpr_dimati,7,website,0.04437
449,449_hacker_malware_situs dpr_dimati,8,bermitra,0.040991
449,449_hacker_malware_situs dpr_dimati,9,situs,0.038176
449,449_hacker_malware_situs dpr_dimati,10,indra,0.031252
450,450_mata_penglihatan_lensa_dokter,1,mata,0.100464
450,450_mata_penglihatan_lensa_dokter,2,penglihatan,0.07276
450,450_mata_penglihatan_lensa_dokter,3,lensa,0.058166
450,450_mata_penglihatan_lensa_dokter,4,dokter,0.026515
450,450_mata_penglihatan_lensa_dokter,5,kesehatan mata,0.021938
450,450_mata_penglihatan_lensa_dokter,6,kata dokter,0.016443
450,450_mata_penglihatan_lensa_dokter,7,kacamata,0.01624
450,450_mata_penglihatan_lensa_dokter,8,kondisi mata,0.015953
450,450_mata_penglihatan_lensa_dokter,9,begadang,0.014725
450,450_mata_penglihatan_lensa_dokter,10,infeksi,0.012571
451,451_nyamuk_frekuensi_airpods_india,1,nyamuk,0.064874
451,451_nyamuk_frekuensi_airpods_india,2,frekuensi,0.036446
451,451_nyamuk_frekuensi_airpods_india,3,airpods,0.025436
451,451_nyamuk_frekuensi_airpods_india,4,india,0.021979
451,451_nyamuk_frekuensi_airpods_india,5,anda,0.021302
451,451_nyamuk_frekuensi_airpods_india,6,hz,0.017222
451,451_nyamuk_frekuensi_airpods_india,7,radiasi,0.017201
451,451_nyamuk_frekuensi_airpods_india,8,burung,0.01646
451,451_nyamuk_frekuensi_airpods_india,9,dengerin,0.016241
451,451_nyamuk_frekuensi_airpods_india,10,virus,0.015647
452,452_korea_idol_makanan_kimchi,1,korea,0.231103
452,452_korea_idol_makanan_kimchi,2,idol,0.202179
452,452_korea_idol_makanan_kimchi,3,makanan,0.10702
452,452_korea_idol_makanan_kimchi,4,kimchi,0.068718
452,452_korea_idol_makanan_kimchi,5,orang korea,0.068718
452,452_korea_idol_makanan_kimchi,6,kantin kampus,0.065974
452,452_korea_idol_makanan_kimchi,7,kantin,0.045643
452,452_korea_idol_makanan_kimchi,8,sarapan,0.041965
452,452_korea_idol_makanan_kimchi,9,cantik,0.039619
452,452_korea_idol_makanan_kimchi,10,resep,0.039106
453,453_amunisi_pemusnahan_ledakan_deto,1,amunisi,0.083174
453,453_amunisi_pemusnahan_ledakan_deto,2,pemusnahan,0.037137
453,453_amunisi_pemusnahan_ledakan_deto,3,ledakan,0.030968
453,453_amunisi_pemusnahan_ledakan_deto,4,detonator,0.025694
453,453_amunisi_pemusnahan_ledakan_deto,5,lubang,0.024223
453,453_amunisi_pemusnahan_ledakan_deto,6,peledakan,0.021986
453,453_amunisi_pemusnahan_ledakan_deto,7,garut,0.020941
453,453_amunisi_pemusnahan_ledakan_deto,8,tni ad,0.020077
453,453_amunisi_pemusnahan_ledakan_deto,9,angkatan darat,0.018842
453,453_amunisi_pemusnahan_ledakan_deto,10,kedaluwarsa,0.017637
454,454_hotma_sitompul_hotma sitompul_p,1,hotma,0.177824
454,454_hotma_sitompul_hotma sitompul_p,2,sitompul,0.05043
454,454_hotma_sitompul_hotma sitompul_p,3,hotma sitompul,0.043145
454,454_hotma_sitompul_hotma sitompul_p,4,pengacara,0.041414
454,454_hotma_sitompul_hotma sitompul_p,5,kencana,0.029838
454,454_hotma_sitompul_hotma sitompul_p,6,rumah duka,0.028754
454,454_hotma_sitompul_hotma sitompul_p,7,duka,0.027372
454,454_hotma_sitompul_hotma sitompul_p,8,saron,0.025463
454,454_hotma_sitompul_hotma sitompul_p,9,mawar saron,0.025463
454,454_hotma_sitompul_hotma sitompul_p,10,lbh,0.024091
455,455_enfield_royal enfield_bjb_royal,1,enfield,0.033799
455,455_enfield_royal enfield_bjb_royal,2,royal enfield,0.033171
455,455_enfield_royal enfield_bjb_royal,3,bjb,0.027377
455,455_enfield_royal enfield_bjb_royal,4,royal,0.027351
455,455_enfield_royal enfield_bjb_royal,5,kpk,0.025932
455,455_enfield_royal enfield_bjb_royal,6,motor,0.023898
455,455_enfield_royal enfield_bjb_royal,7,tessa,0.023071
455,455_enfield_royal enfield_bjb_royal,8,disita,0.022781
455,455_enfield_royal enfield_bjb_royal,9,bank bjb,0.022285
455,455_enfield_royal enfield_bjb_royal,10,kendaraan,0.017875
456,456_bank dki_bank_dki_nasabah,1,bank dki,0.083415
456,456_bank dki_bank_dki_nasabah,2,bank,0.049022
456,456_bank dki_bank_dki_nasabah,3,dki,0.036287
456,456_bank dki_bank_dki_nasabah,4,nasabah,0.020772
456,456_bank dki_bank_dki_nasabah,5,pramono,0.016447
456,456_bank dki_bank_dki_nasabah,6,it,0.016286
456,456_bank dki_bank_dki_nasabah,7,gangguan,0.0119
456,456_bank dki_bank_dki_nasabah,8,direksi,0.011534
456,456_bank dki_bank_dki_nasabah,9,layanan,0.010687
456,456_bank dki_bank_dki_nasabah,10,amirul,0.0106
457,457_psu_suara ulang_tps_pemungutan ,1,psu,0.10425
457,457_psu_suara ulang_tps_pemungutan ,2,suara ulang,0.032447
457,457_psu_suara ulang_tps_pemungutan ,3,tps,0.029678
457,457_psu_suara ulang_tps_pemungutan ,4,pemungutan suara,0.028022
457,457_psu_suara ulang_tps_pemungutan ,5,pemungutan,0.027888
457,457_psu_suara ulang_tps_pemungutan ,6,ulang psu,0.026672
457,457_psu_suara ulang_tps_pemungutan ,7,ulang,0.02333
457,457_psu_suara ulang_tps_pemungutan ,8,suara,0.022976
457,457_psu_suara ulang_tps_pemungutan ,9,gugatan,0.017313
457,457_psu_suara ulang_tps_pemungutan ,10,kabupaten,0.017001
458,458_lowongan_dinas kesehatan_lowong,1,lowongan,0.066294
458,458_lowongan_dinas kesehatan_lowong,2,dinas kesehatan,0.064994
458,458_lowongan_dinas kesehatan_lowong,3,lowongan pekerjaan,0.059055
458,458_lowongan_dinas kesehatan_lowong,4,informasi lowongan,0.056075
458,458_lowongan_dinas kesehatan_lowong,5,kesehatan kabupaten,0.046331
458,458_lowongan_dinas kesehatan_lowong,6,dinkes,0.042942
458,458_lowongan_dinas kesehatan_lowong,7,kesehatan,0.035618
458,458_lowongan_dinas kesehatan_lowong,8,pekerjaan,0.032486
458,458_lowongan_dinas kesehatan_lowong,9,dinkes kabupaten,0.030061
458,458_lowongan_dinas kesehatan_lowong,10,dinas,0.028168
459,459_styles_harry_langsing_transform,1,styles,0.152094
459,459_styles_harry_langsing_transform,2,harry,0.114819
459,459_styles_harry_langsing_transform,3,langsing,0.080162
459,459_styles_harry_langsing_transform,4,transformasi,0.074063
459,459_styles_harry_langsing_transform,5,turun drastis,0.066606
459,459_styles_harry_langsing_transform,6,kurus,0.065275
459,459_styles_harry_langsing_transform,7,diet,0.055531
459,459_styles_harry_langsing_transform,8,berat badan,0.051226
459,459_styles_harry_langsing_transform,9,drastis,0.048651
459,459_styles_harry_langsing_transform,10,album,0.046492
460,460_harga bbm_bbm_bbm turun_turun,1,harga bbm,0.256547
460,460_harga bbm_bbm_bbm turun_turun,2,bbm,0.202005
460,460_harga bbm_bbm_bbm turun_turun,3,bbm turun,0.196758
460,460_harga bbm_bbm_bbm turun_turun,4,turun,0.158975
460,460_harga bbm_bbm_bbm turun_turun,5,harga,0.136159
460,460_harga bbm_bbm_bbm turun_turun,6,turunkan harga,0.079559
460,460_harga bbm_bbm_bbm turun_turun,7,turun turun,0.058471
460,460_harga bbm_bbm_bbm turun_turun,8,turunkan,0.058418
460,460_harga bbm_bbm_bbm turun_turun,9,harga pertamax,0.054468
460,460_harga bbm_bbm_bbm turun_turun,10,pertamina,0.052264
461,461_urine_tes urine_tes_hasil tes,1,urine,0.196238
461,461_urine_tes urine_tes_hasil tes,2,tes urine,0.068645
461,461_urine_tes urine_tes_hasil tes,3,tes,0.041909
461,461_urine_tes urine_tes_hasil tes,4,hasil tes,0.033732
461,461_urine_tes urine_tes_hasil tes,5,ririn ekawati,0.0304
461,461_urine_tes urine_tes_hasil tes,6,ekawati,0.030289
461,461_urine_tes urine_tes_hasil tes,7,preman,0.025723
461,461_urine_tes urine_tes_hasil tes,8,ririn,0.025608
461,461_urine_tes urine_tes_hasil tes,9,negatif narkoba,0.025591
461,461_urine_tes urine_tes_hasil tes,10,narkoba,0.025166
462,462_tni_upacara_hut tni_alutsista,1,tni,0.031954
462,462_tni_upacara_hut tni_alutsista,2,upacara,0.023632
462,462_tni_upacara_hut tni_alutsista,3,hut tni,0.023233
462,462_tni_upacara_hut tni_alutsista,4,alutsista,0.021231
462,462_tni_upacara_hut tni_alutsista,5,hut,0.020352
462,462_tni_upacara_hut tni_alutsista,6,prajurit,0.01954
462,462_tni_upacara_hut tni_alutsista,7,defile,0.017953
462,462_tni_upacara_hut tni_alutsista,8,monas,0.016696
462,462_tni_upacara_hut tni_alutsista,9,matra,0.013981
462,462_tni_upacara_hut tni_alutsista,10,pasukan,0.013206
463,463_netflix_pajak_cs_kena pajak,1,netflix,0.50828
463,463_netflix_pajak_cs_kena pajak,2,pajak,0.279536
463,463_netflix_pajak_cs_kena pajak,3,cs,0.238441
463,463_netflix_pajak_cs_kena pajak,4,kena pajak,0.161047
463,463_netflix_pajak_cs_kena pajak,5,kena,0.092988
463,463_netflix_pajak_cs_kena pajak,6,mulai juli,0.088469
463,463_netflix_pajak_cs_kena pajak,7,bayar pajak,0.081646
463,463_netflix_pajak_cs_kena pajak,8,juli,0.071944
463,463_netflix_pajak_cs_kena pajak,9,tarik,0.066267
463,463_netflix_pajak_cs_kena pajak,10,bayar,0.062791
464,464_hewan_anjing_virus_herd immunit,1,hewan,0.110862
464,464_hewan_anjing_virus_herd immunit,2,anjing,0.098943
464,464_hewan_anjing_virus_herd immunit,3,virus,0.082027
464,464_hewan_anjing_virus_herd immunit,4,herd immunity,0.07702
464,464_hewan_anjing_virus_herd immunit,5,herd,0.076586
464,464_hewan_anjing_virus_herd immunit,6,immunity,0.076168
464,464_hewan_anjing_virus_herd immunit,7,virus corona,0.065913
464,464_hewan_anjing_virus_herd immunit,8,corona,0.054092
464,464_hewan_anjing_virus_herd immunit,9,peliharaan,0.050775
464,464_hewan_anjing_virus_herd immunit,10,terinfeksi,0.047371
465,465_kecelakaan_kecelakaan mobil_kej,1,kecelakaan,0.064548
465,465_kecelakaan_kecelakaan mobil_kej,2,kecelakaan mobil,0.027352
465,465_kecelakaan_kecelakaan mobil_kej,3,kejadian kecelakaan,0.02246
465,465_kecelakaan_kecelakaan mobil_kej,4,kecelakaan terjadi,0.019287
465,465_kecelakaan_kecelakaan mobil_kej,5,kecelakaan tersebut,0.018965
465,465_kecelakaan_kecelakaan mobil_kej,6,kejadian,0.017261
465,465_kecelakaan_kecelakaan mobil_kej,7,disinformasi link,0.015927
465,465_kecelakaan_kecelakaan mobil_kej,8,kategori disinformasi,0.015924
465,465_kecelakaan_kecelakaan mobil_kej,9,disinformasi,0.015669
465,465_kecelakaan_kecelakaan mobil_kej,10,terjadi,0.015157
466,466_susu_peternak_peternak sapi_sap,1,susu,0.329934
466,466_susu_peternak_peternak sapi_sap,2,peternak,0.09576
466,466_susu_peternak_peternak sapi_sap,3,peternak sapi,0.07484
466,466_susu_peternak_peternak sapi_sap,4,sapi,0.069653
466,466_susu_peternak_peternak sapi_sap,5,sapi perah,0.069634
466,466_susu_peternak_peternak sapi_sap,6,perah,0.06826
466,466_susu_peternak_peternak sapi_sap,7,air susu,0.058175
466,466_susu_peternak_peternak sapi_sap,8,boyolali,0.055766
466,466_susu_peternak_peternak sapi_sap,9,pengepul,0.052009
466,466_susu_peternak_peternak sapi_sap,10,susu sapi,0.047188
467,467_darurat_darurat bencana_bencana,1,darurat,0.12273
467,467_darurat_darurat bencana_bencana,2,darurat bencana,0.111148
467,467_darurat_darurat bencana_bencana,3,bencana,0.108374
467,467_darurat_darurat bencana_bencana,4,bencana nasional,0.093679
467,467_darurat_darurat bencana_bencana,5,corona,0.090951
467,467_darurat_darurat bencana_bencana,6,tanggap darurat,0.071952
467,467_darurat_darurat bencana_bencana,7,darurat nasional,0.069321
467,467_darurat_darurat bencana_bencana,8,tanggap,0.066322
467,467_darurat_darurat bencana_bencana,9,tetapkan,0.062661
467,467_darurat_darurat bencana_bencana,10,darurat corona,0.056966
468,468_kripto_rekening_aset kripto_ppa,1,kripto,0.066105
468,468_kripto_rekening_aset kripto_ppa,2,rekening,0.041614
468,468_kripto_rekening_aset kripto_ppa,3,aset kripto,0.04027
468,468_kripto_rekening_aset kripto_ppa,4,ppatk,0.030117
468,468_kripto_rekening_aset kripto_ppa,5,bitcoin,0.02654
468,468_kripto_rekening_aset kripto_ppa,6,aset,0.024073
468,468_kripto_rekening_aset kripto_ppa,7,transaksi,0.0203
468,468_kripto_rekening_aset kripto_ppa,8,dormant,0.017808
468,468_kripto_rekening_aset kripto_ppa,9,keuangan,0.014865
468,468_kripto_rekening_aset kripto_ppa,10,ivan,0.013783
469,469_bensin_bensin eceran_isi bensin,1,bensin,0.173993
469,469_bensin_bensin eceran_isi bensin,2,bensin eceran,0.058534
469,469_bensin_bensin eceran_isi bensin,3,isi bensin,0.057687
469,469_bensin_bensin eceran_isi bensin,4,rolls royce,0.053908
469,469_bensin_bensin eceran_isi bensin,5,rolls,0.053661
469,469_bensin_bensin eceran_isi bensin,6,royce,0.052741
469,469_bensin_bensin eceran_isi bensin,7,eceran,0.042295
469,469_bensin_bensin eceran_isi bensin,8,maung,0.039291
469,469_bensin_bensin eceran_isi bensin,9,shell,0.03721
469,469_bensin_bensin eceran_isi bensin,10,mobil,0.036637
470,470_mudik_harga_bahan pokok_sigit,1,mudik,0.027207
470,470_mudik_harga_bahan pokok_sigit,2,harga,0.01698
470,470_mudik_harga_bahan pokok_sigit,3,bahan pokok,0.016454
470,470_mudik_harga_bahan pokok_sigit,4,sigit,0.016317
470,470_mudik_harga_bahan pokok_sigit,5,jenderal sigit,0.015907
470,470_mudik_harga_bahan pokok_sigit,6,arus mudik,0.014347
470,470_mudik_harga_bahan pokok_sigit,7,polri,0.013683
470,470_mudik_harga_bahan pokok_sigit,8,pokok,0.013452
470,470_mudik_harga_bahan pokok_sigit,9,mudik dan,0.010774
470,470_mudik_harga_bahan pokok_sigit,10,arus,0.01057
471,471_evakuasi_wni wuhan_evakuasi wni,1,evakuasi,0.315098
471,471_evakuasi_wni wuhan_evakuasi wni,2,wni wuhan,0.25256
471,471_evakuasi_wni wuhan_evakuasi wni,3,evakuasi wni,0.242663
471,471_evakuasi_wni wuhan_evakuasi wni,4,wuhan,0.20023
471,471_evakuasi_wni wuhan_evakuasi wni,5,wni,0.140279
471,471_evakuasi_wni wuhan_evakuasi wni,6,bantu evakuasi,0.061384
471,471_evakuasi_wni wuhan_evakuasi wni,7,bantu,0.052381
471,471_evakuasi_wni wuhan_evakuasi wni,8,natuna,0.049353
471,471_evakuasi_wni wuhan_evakuasi wni,9,kemlu pastikan,0.033808
471,471_evakuasi_wni wuhan_evakuasi wni,10,wapres bicara,0.033087
472,472_ashraf_bcl_diego hills_san dieg,1,ashraf,0.438189
472,472_ashraf_bcl_diego hills_san dieg,2,bcl,0.358296
472,472_ashraf_bcl_diego hills_san dieg,3,diego hills,0.249308
472,472_ashraf_bcl_diego hills_san dieg,4,san diego,0.231908
472,472_ashraf_bcl_diego hills_san dieg,5,hills,0.226105
472,472_ashraf_bcl_diego hills_san dieg,6,diego,0.211149
472,472_ashraf_bcl_diego hills_san dieg,7,san,0.18356
472,472_ashraf_bcl_diego hills_san dieg,8,dimakamkan,0.076475
472,472_ashraf_bcl_diego hills_san dieg,9,suami bcl,0.068351
472,472_ashraf_bcl_diego hills_san dieg,10,meninggal,0.064795
473,473_narkoba_kasus narkoba_terkait n,1,narkoba,0.231744
473,473_narkoba_kasus narkoba_terkait n,2,kasus narkoba,0.134729
473,473_narkoba_kasus narkoba_terkait n,3,terkait narkoba,0.127458
473,473_narkoba_kasus narkoba_terkait n,4,pakusadewo,0.102976
473,473_narkoba_kasus narkoba_terkait n,5,tio pakusadewo,0.102976
473,473_narkoba_kasus narkoba_terkait n,6,polisi,0.093558
473,473_narkoba_kasus narkoba_terkait n,7,narkoba polisi,0.08145
473,473_narkoba_kasus narkoba_terkait n,8,ririn ekawati,0.073029
473,473_narkoba_kasus narkoba_terkait n,9,ekawati,0.072762
473,473_narkoba_kasus narkoba_terkait n,10,tio,0.070769
474,474_turis china_turis_china_kunjung,1,turis china,0.246855
474,474_turis china_turis_china_kunjung,2,turis,0.205773
474,474_turis china_turis_china_kunjung,3,china,0.169923
474,474_turis china_turis_china_kunjung,4,kunjungan turis,0.070642
474,474_turis china_turis_china_kunjung,5,corona turis,0.062912
474,474_turis china_turis_china_kunjung,6,china ri,0.062368
474,474_turis china_turis_china_kunjung,7,china mulai,0.057956
474,474_turis china_turis_china_kunjung,8,bidik,0.057068
474,474_turis china_turis_china_kunjung,9,tempat wisata,0.056924
474,474_turis china_turis_china_kunjung,10,corona china,0.053651
475,475_kingdom_musim kedua_musim_cast,1,kingdom,0.518515
475,475_kingdom_musim kedua_musim_cast,2,musim kedua,0.489081
475,475_kingdom_musim kedua_musim_cast,3,musim,0.240036
475,475_kingdom_musim kedua_musim_cast,4,cast,0.116694
475,475_kingdom_musim kedua_musim_cast,5,zombie,0.100384
475,475_kingdom_musim kedua_musim_cast,6,season,0.097222
475,475_kingdom_musim kedua_musim_cast,7,kedua,0.093677
475,475_kingdom_musim kedua_musim_cast,8,musim ketiga,0.082741
475,475_kingdom_musim kedua_musim_cast,9,serial,0.071886
475,475_kingdom_musim kedua_musim_cast,10,penulis,0.061736
476,476_jenazah_mayat_covid_mama,1,jenazah,0.034558
476,476_jenazah_mayat_covid_mama,2,mayat,0.028587
476,476_jenazah_mayat_covid_mama,3,covid,0.015891
476,476_jenazah_mayat_covid_mama,4,mama,0.015478
476,476_jenazah_mayat_covid_mama,5,meninggal,0.014519
476,476_jenazah_mayat_covid_mama,6,pemakaman,0.014479
476,476_jenazah_mayat_covid_mama,7,korban covid,0.013166
476,476_jenazah_mayat_covid_mama,8,video,0.012963
476,476_jenazah_mayat_covid_mama,9,girang,0.012874
476,476_jenazah_mayat_covid_mama,10,penjelasan,0.010254
477,477_pulau galang_galang_rs corona_p,1,pulau galang,0.331649
477,477_pulau galang_galang_rs corona_p,2,galang,0.292295
477,477_pulau galang_galang_rs corona_p,3,rs corona,0.262118
477,477_pulau galang_galang_rs corona_p,4,pulau,0.164144
477,477_pulau galang_galang_rs corona_p,5,rs,0.143219
477,477_pulau galang_galang_rs corona_p,6,corona,0.096147
477,477_pulau galang_galang_rs corona_p,7,khusus corona,0.08867
477,477_pulau galang_galang_rs corona_p,8,rs khusus,0.084008
477,477_pulau galang_galang_rs corona_p,9,dibangun,0.036738
477,477_pulau galang_galang_rs corona_p,10,as punya,0.034489
478,478_saksi_jiwasraya_kejagung periks,1,saksi,0.119383
478,478_saksi_jiwasraya_kejagung periks,2,jiwasraya,0.113924
478,478_saksi_jiwasraya_kejagung periks,3,kejagung periksa,0.113322
478,478_saksi_jiwasraya_kejagung periks,4,kasus jiwasraya,0.113107
478,478_saksi_jiwasraya_kejagung periks,5,periksa saksi,0.106918
478,478_saksi_jiwasraya_kejagung periks,6,periksa,0.082398
478,478_saksi_jiwasraya_kejagung periks,7,kejagung,0.067283
478,478_saksi_jiwasraya_kejagung periks,8,sidang kasus,0.06655
478,478_saksi_jiwasraya_kejagung periks,9,pria ancam,0.061384
478,478_saksi_jiwasraya_kejagung periks,10,sidang,0.058779
479,479_eks isis_wni eks_isis_wni,1,eks isis,0.419544
479,479_eks isis_wni eks_isis_wni,2,wni eks,0.385529
479,479_eks isis_wni eks_isis_wni,3,isis,0.371389
479,479_eks isis_wni eks_isis_wni,4,wni,0.197013
479,479_eks isis_wni eks_isis_wni,5,eks,0.190798
479,479_eks isis_wni eks_isis_wni,6,pemulangan,0.160926
479,479_eks isis_wni eks_isis_wni,7,pemulangan wni,0.155762
479,479_eks isis_wni eks_isis_wni,8,pulangkan,0.108492
479,479_eks isis_wni eks_isis_wni,9,pulangkan wni,0.101589
479,479_eks isis_wni eks_isis_wni,10,dukung pemerintah,0.051712
480,480_titiek puspa_puspa_titiek_kebud,1,titiek puspa,0.085732
480,480_titiek puspa_puspa_titiek_kebud,2,puspa,0.084038
480,480_titiek puspa_puspa_titiek_kebud,3,titiek,0.07874
480,480_titiek puspa_puspa_titiek_kebud,4,kebudayaan,0.017631
480,480_titiek puspa_puspa_titiek_kebud,5,penyanyi,0.016689
480,480_titiek puspa_puspa_titiek_kebud,6,beliau,0.014374
480,480_titiek puspa_puspa_titiek_kebud,7,seni,0.013035
480,480_titiek puspa_puspa_titiek_kebud,8,eko,0.012681
480,480_titiek puspa_puspa_titiek_kebud,9,legendaris,0.012327
480,480_titiek puspa_puspa_titiek_kebud,10,musisi,0.012004
481,481_mahasiswa_aksi_massa_depan gedu,1,mahasiswa,0.026874
481,481_mahasiswa_aksi_massa_depan gedu,2,aksi,0.021354
481,481_mahasiswa_aksi_massa_depan gedu,3,massa,0.019592
481,481_mahasiswa_aksi_massa_depan gedu,4,depan gedung,0.016779
481,481_mahasiswa_aksi_massa_depan gedu,5,gedung dpr,0.014626
481,481_mahasiswa_aksi_massa_depan gedu,6,massa aksi,0.013835
481,481_mahasiswa_aksi_massa_depan gedu,7,universitas,0.013153
481,481_mahasiswa_aksi_massa_depan gedu,8,uu pilkada,0.011518
481,481_mahasiswa_aksi_massa_depan gedu,9,tuntutan,0.011384
481,481_mahasiswa_aksi_massa_depan gedu,10,membubarkan diri,0.01114
482,482_mineral_bara_batu bara_tambang,1,mineral,0.052793
482,482_mineral_bara_batu bara_tambang,2,bara,0.043252
482,482_mineral_bara_batu bara_tambang,3,batu bara,0.042657
482,482_mineral_bara_batu bara_tambang,4,tambang,0.036228
482,482_mineral_bara_batu bara_tambang,5,batu,0.031218
482,482_mineral_bara_batu bara_tambang,6,pertambangan,0.024019
482,482_mineral_bara_batu bara_tambang,7,minerba,0.021312
482,482_mineral_bara_batu bara_tambang,8,pt,0.020675
482,482_mineral_bara_batu bara_tambang,9,kalimantan,0.018362
482,482_mineral_bara_batu bara_tambang,10,kalimantan tengah,0.013258
483,483_chrisye_istri_mantan istri_istr,1,chrisye,0.283194
483,483_chrisye_istri_mantan istri_istr,2,istri,0.218454
483,483_chrisye_istri_mantan istri_istr,3,mantan istri,0.136353
483,483_chrisye_istri_mantan istri_istr,4,istri mendiang,0.124423
483,483_chrisye_istri_mantan istri_istr,5,meninggalnya,0.118193
483,483_chrisye_istri_mantan istri_istr,6,meninggal,0.109086
483,483_chrisye_istri_mantan istri_istr,7,sule,0.086911
483,483_chrisye_istri_mantan istri_istr,8,mendiang,0.084825
483,483_chrisye_istri_mantan istri_istr,9,suami,0.069445
483,483_chrisye_istri_mantan istri_istr,10,stroke,0.065183
484,484_potong gaji_gaji_potong_gaji ka,1,potong gaji,0.410731
484,484_potong gaji_gaji_potong_gaji ka,2,gaji,0.285753
484,484_potong gaji_gaji_potong_gaji ka,3,potong,0.283983
484,484_potong gaji_gaji_potong_gaji ka,4,gaji karyawan,0.181218
484,484_potong gaji_gaji_potong_gaji ka,5,dipotong,0.163916
484,484_potong gaji_gaji_potong_gaji ka,6,karyawan,0.158362
484,484_potong gaji_gaji_potong_gaji ka,7,gaji pegawai,0.119956
484,484_potong gaji_gaji_potong_gaji ka,8,thr karyawan,0.070331
484,484_potong gaji_gaji_potong_gaji ka,9,phk,0.065566
484,484_potong gaji_gaji_potong_gaji ka,10,thr,0.057552
485,485_bocah_trauma_ngaku_robek,1,bocah,0.088466
485,485_bocah_trauma_ngaku_robek,2,trauma,0.081564
485,485_bocah_trauma_ngaku_robek,3,ngaku,0.066229
485,485_bocah_trauma_ngaku_robek,4,robek,0.06463
485,485_bocah_trauma_ngaku_robek,5,wika salim,0.059276
485,485_bocah_trauma_ngaku_robek,6,smg,0.058612
485,485_bocah_trauma_ngaku_robek,7,marlin,0.053649
485,485_bocah_trauma_ngaku_robek,8,foya,0.049429
485,485_bocah_trauma_ngaku_robek,9,ru,0.049057
485,485_bocah_trauma_ngaku_robek,10,menegangkan,0.04804
486,486_gen halilintar_gen_halilintar_m,1,gen halilintar,0.119147
486,486_gen halilintar_gen_halilintar_m,2,gen,0.110631
